lines_of_code,cyclomatic_complexity,num_functions,num_classes,comment_density,code_churn,num_developers,commit_frequency,avg_function_length,bug_fix_commits,past_defects,defect
4300,19,151,85,0.04,819,14,29,162,93,0,1
568,19,66,44,0.6,629,1,48,48,72,14,1
4520,1,109,77,0.46,201,7,12,176,77,29,1
4041,14,67,69,0.22,178,2,262,168,98,28,1
392,17,133,77,0.31,27,11,105,116,83,34,1
4693,2,151,34,0.47,158,8,47,82,111,31,1
2843,39,127,75,0.06,655,7,7,174,54,36,1
3224,38,51,42,0.2,251,13,130,51,146,18,1
4581,21,153,41,0.45,473,10,3,81,101,37,1
493,20,24,38,0.39,644,3,65,43,146,17,1
4624,23,30,97,0.24,700,4,168,63,133,12,1
3754,30,51,17,0.24,267,2,281,11,99,28,1
1950,1,30,84,0.57,721,1,59,171,53,14,1
1567,6,72,77,0.47,582,5,12,166,103,9,1
4182,15,174,94,0.59,231,6,144,142,107,49,1
1606,17,113,28,0.3,418,5,243,126,129,34,1
147,36,185,0,0.36,847,13,36,28,89,3,1
2911,26,157,1,0.42,234,8,11,101,165,6,1
1094,2,62,39,0.24,805,2,81,160,68,10,1
517,48,87,58,0.22,956,12,272,108,133,24,1
403,45,29,85,0.01,967,12,134,193,20,11,1
121,11,165,24,0.22,353,2,250,40,69,15,1
1425,43,90,71,0.14,953,6,117,192,84,43,1
1125,48,88,84,0.23,487,2,31,149,133,44,1
1295,10,125,98,0.22,381,11,71,126,113,16,1
1073,4,40,36,0.16,12,5,14,100,110,6,0
1870,19,183,47,0.5,644,10,124,85,190,5,0
1039,26,123,62,0.58,912,3,74,21,74,24,1
4605,39,26,39,0.32,629,14,244,140,119,32,1
2598,18,155,77,0.53,588,11,32,61,37,11,1
4862,44,51,19,0.49,301,10,112,97,165,48,1
4512,22,110,17,0.56,252,8,68,96,90,29,1
3771,42,119,73,0.56,618,3,89,98,45,6,1
3157,29,22,4,0.03,985,4,263,58,196,28,1
4752,15,65,4,0.14,467,5,86,62,82,40,1
2625,44,166,20,0.34,753,2,178,142,81,48,1
3096,33,1,73,0.42,794,4,133,153,133,23,1
798,42,15,81,0.52,225,6,48,98,80,48,1
1749,11,11,40,0.04,429,9,143,150,118,13,1
651,20,184,57,0.05,512,1,253,26,16,21,1
4765,27,166,5,0.11,195,5,185,177,48,18,1
304,15,93,81,0.51,669,6,163,131,107,41,1
3027,3,182,3,0.19,786,9,127,150,143,43,1
2774,16,23,32,0.05,558,1,191,24,48,11,1
885,28,106,4,0.48,423,14,122,21,12,12,1
1900,48,90,27,0.12,846,1,209,96,28,36,1
4814,42,165,58,0.08,734,10,167,188,101,2,1
3152,15,179,71,0.21,276,13,292,24,72,27,1
3699,40,61,26,0.43,370,14,26,131,193,6,1
2583,26,82,93,0.1,105,4,133,13,107,2,1
2356,34,79,5,0.3,102,1,292,137,140,25,1
4398,36,104,78,0.21,29,1,209,13,125,16,1
543,27,150,55,0.0,815,4,16,99,31,23,1
3355,14,66,71,0.2,829,3,17,34,137,17,1
1180,3,117,85,0.29,149,4,288,53,97,28,1
4481,3,55,1,0.12,558,10,44,108,107,45,1
3834,23,67,96,0.14,710,6,32,81,191,23,1
2150,5,26,16,0.06,970,2,295,45,137,18,1
4065,2,93,4,0.17,879,3,78,7,79,30,1
4090,38,120,2,0.38,69,10,274,105,65,38,1
1826,36,122,71,0.44,342,6,85,189,0,27,1
1917,2,38,9,0.56,974,7,200,32,143,14,1
2784,15,50,49,0.51,96,3,157,26,31,5,1
3381,2,151,89,0.06,25,13,36,188,199,48,1
3490,36,53,52,0.45,554,8,280,96,29,32,1
259,28,39,28,0.32,25,12,226,75,18,41,1
3163,14,151,79,0.32,881,14,270,8,181,28,1
2779,12,92,86,0.19,228,13,105,149,18,13,1
4119,30,112,57,0.28,387,10,214,129,147,48,1
4482,35,99,7,0.43,66,9,109,160,94,18,1
4820,8,194,74,0.46,513,4,176,79,68,25,1
4250,32,156,90,0.27,194,14,43,88,109,3,1
3811,20,60,74,0.42,232,11,264,184,28,33,1
4848,42,195,51,0.43,230,10,135,191,156,40,1
1197,15,138,11,0.55,992,3,116,71,34,37,1
3831,14,34,47,0.26,675,12,184,65,88,47,1
1340,26,1,61,0.14,244,12,56,193,89,41,1
3164,25,165,30,0.21,563,2,127,152,40,33,1
3928,19,196,27,0.25,35,13,189,52,101,41,1
2750,20,71,79,0.12,834,10,34,98,172,10,1
723,26,195,82,0.07,82,4,260,193,161,9,1
3025,32,58,17,0.55,73,12,14,29,30,44,1
2421,23,16,46,0.18,550,1,177,103,81,1,1
806,14,92,86,0.56,496,6,299,19,145,35,1
4346,22,64,77,0.42,336,4,179,81,51,10,1
4387,30,156,78,0.18,371,2,89,46,73,47,1
2951,28,70,64,0.19,601,1,114,196,49,40,1
1537,38,28,10,0.17,304,9,69,86,8,19,1
1017,40,146,76,0.27,850,8,89,86,113,19,1
3062,30,82,95,0.03,567,5,37,125,51,49,1
2402,3,171,43,0.07,149,9,172,132,70,30,1
4459,35,142,76,0.01,248,9,197,130,146,29,1
2893,4,22,38,0.04,196,10,251,140,85,24,1
932,39,142,65,0.26,377,6,5,53,172,10,1
547,34,19,79,0.03,45,11,253,115,52,36,1
3478,45,94,38,0.25,417,14,159,23,105,9,1
1955,11,19,40,0.51,446,2,90,45,135,17,1
1590,13,128,14,0.24,245,10,133,77,114,12,1
2048,2,167,65,0.14,79,11,253,144,136,22,1
1382,36,161,46,0.21,99,12,196,44,75,46,1
3416,30,166,24,0.33,179,8,162,164,14,27,1
1622,16,32,21,0.03,91,9,288,105,60,46,1
3714,32,14,92,0.27,607,8,13,98,140,29,1
3504,15,98,54,0.34,515,12,263,44,164,3,1
3866,23,151,97,0.49,331,10,108,25,169,41,1
1410,47,98,93,0.39,728,2,252,31,133,47,1
613,35,83,45,0.23,632,14,289,130,62,19,1
783,45,89,30,0.49,8,5,69,50,15,28,1
802,17,26,22,0.06,637,14,128,196,60,47,1
2406,18,50,0,0.15,3,6,120,40,146,44,1
4293,32,95,6,0.34,44,1,263,147,171,19,1
3024,16,127,39,0.54,676,3,14,25,38,12,1
4036,1,105,55,0.26,771,13,121,161,29,4,1
2765,14,197,0,0.52,585,4,143,141,191,28,1
1835,2,118,25,0.16,118,10,83,57,125,39,1
4837,6,108,76,0.25,873,6,127,195,110,0,1
2683,26,55,32,0.27,284,9,81,31,164,21,1
2142,44,195,5,0.35,802,6,171,147,165,2,1
1855,8,148,43,0.48,235,8,257,177,102,5,1
3413,24,184,4,0.56,706,10,192,109,6,3,1
4409,39,143,41,0.25,753,1,45,150,173,33,1
3105,43,187,32,0.27,16,6,116,49,77,20,1
1298,31,57,18,0.06,334,2,286,140,159,28,1
265,21,159,13,0.42,18,5,119,163,126,6,1
3995,20,69,98,0.25,326,14,124,120,15,48,1
4376,2,14,89,0.39,794,11,23,80,102,32,1
1775,43,22,94,0.36,695,12,246,166,67,25,1
2751,40,47,82,0.0,279,8,142,64,4,24,1
1250,20,83,58,0.02,278,13,70,13,145,24,1
3684,49,106,67,0.52,471,7,13,20,108,40,1
1590,22,128,33,0.1,278,7,179,124,155,24,1
4852,13,42,89,0.29,843,6,226,127,55,27,1
562,20,199,5,0.21,730,11,196,45,136,9,1
3761,44,61,71,0.33,231,13,280,191,110,32,1
3986,31,133,48,0.19,9,11,12,70,132,23,1
2402,23,24,68,0.25,231,13,46,127,174,21,1
3882,26,142,58,0.1,752,14,12,33,81,10,1
4496,43,48,63,0.3,340,6,176,152,183,30,1
852,30,15,87,0.52,792,6,296,75,120,30,1
4596,45,28,66,0.57,930,7,47,122,24,17,1
951,9,125,5,0.12,10,2,248,165,165,1,1
4208,39,161,39,0.09,533,14,292,6,94,27,1
1838,42,100,96,0.11,261,12,150,53,170,11,1
4650,32,47,76,0.25,560,10,178,84,84,11,1
2362,44,179,46,0.05,400,14,196,186,116,32,1
1749,40,85,80,0.49,35,3,77,45,109,37,1
3200,12,184,38,0.16,536,7,295,168,9,0,0
1258,12,194,35,0.26,12,12,203,183,195,25,1
3043,27,54,11,0.14,629,2,65,155,146,15,1
2592,46,129,30,0.11,50,6,33,57,101,11,1
1644,26,13,67,0.02,794,14,283,31,14,44,1
3491,43,80,25,0.26,185,1,34,40,123,35,1
1888,14,183,12,0.52,372,10,195,102,146,32,1
4909,14,101,40,0.14,838,7,161,175,44,16,1
3722,11,44,45,0.1,818,13,7,117,164,26,1
2952,34,84,55,0.26,97,9,131,105,37,25,1
2389,8,127,49,0.54,108,11,235,129,137,25,1
4571,39,54,72,0.21,376,7,9,31,30,28,1
2392,15,78,12,0.24,71,12,195,72,148,10,1
4978,4,195,43,0.53,74,5,162,15,102,17,1
549,1,79,5,0.27,480,2,113,196,41,31,1
3677,35,108,31,0.37,339,6,233,91,121,35,1
894,6,177,49,0.15,729,11,125,147,13,19,1
3713,2,70,23,0.3,501,4,118,64,66,2,0
1110,47,137,99,0.38,443,4,167,176,134,47,1
2731,19,171,19,0.24,848,13,111,67,172,36,1
1470,31,193,6,0.54,622,5,207,37,52,13,1
799,19,102,72,0.36,345,11,7,57,47,44,1
1997,23,192,21,0.54,468,5,108,5,118,46,1
1095,9,167,33,0.13,792,3,204,189,78,11,1
3461,19,95,6,0.01,498,9,58,24,145,4,1
4640,13,37,77,0.18,503,7,273,35,56,25,1
3524,8,26,13,0.55,50,14,164,176,12,33,1
1276,28,162,17,0.49,268,8,5,113,57,36,1
3023,27,86,54,0.36,968,13,211,165,157,28,1
1419,38,36,81,0.4,666,3,112,80,2,29,1
1088,42,46,84,0.55,55,8,116,165,113,36,1
1837,9,64,87,0.5,776,14,103,143,88,31,1
1702,15,113,36,0.48,324,10,159,156,42,49,1
4765,46,154,31,0.02,880,6,294,42,60,16,1
4772,34,10,81,0.32,539,12,94,50,98,5,1
4417,25,31,70,0.28,389,3,280,127,145,30,1
469,1,82,59,0.59,805,4,141,67,122,16,1
2947,11,58,15,0.3,98,12,241,122,6,35,1
4634,15,28,28,0.1,100,4,267,15,86,2,1
3352,26,163,73,0.06,861,8,31,108,181,47,1
845,47,113,38,0.07,320,9,131,105,101,20,1
2859,38,185,21,0.52,346,11,142,51,129,27,1
516,33,77,13,0.23,735,5,41,160,17,45,1
4585,49,148,14,0.34,354,4,72,100,125,37,1
1404,35,36,89,0.55,8,10,295,188,173,20,1
322,46,63,58,0.58,610,11,278,191,167,17,1
2799,27,70,0,0.54,351,9,104,92,148,44,1
3539,12,172,11,0.33,450,12,40,174,175,32,1
3918,20,141,46,0.09,366,1,62,27,86,28,1
3701,12,161,54,0.14,423,13,31,77,44,47,1
1005,37,115,86,0.54,545,10,57,71,109,39,1
3459,6,178,60,0.41,87,11,144,171,49,5,1
1969,20,173,70,0.08,809,14,59,143,62,23,1
2982,23,183,81,0.29,147,10,137,80,59,30,1
237,15,50,39,0.12,837,13,235,21,139,18,1
257,28,84,88,0.05,246,8,81,23,123,45,1
123,34,52,27,0.39,321,8,132,163,5,22,1
4818,8,47,67,0.39,937,3,97,88,69,38,1
2669,20,171,22,0.07,796,10,265,6,178,35,1
1099,6,87,33,0.4,226,9,16,195,10,42,1
1931,26,138,1,0.33,843,9,76,152,87,1,1
564,49,106,77,0.34,697,4,80,58,195,43,1
3378,18,78,11,0.2,884,14,46,95,9,26,1
329,14,114,1,0.27,481,3,224,123,38,30,1
3036,20,48,38,0.05,298,6,106,116,42,48,1
4905,42,196,36,0.55,218,2,259,12,142,17,1
605,45,78,31,0.02,534,12,42,160,184,31,1
3429,49,125,20,0.29,159,7,125,142,149,45,1
340,1,105,26,0.36,139,8,79,117,163,3,1
4930,23,117,38,0.12,950,12,263,171,111,25,1
2923,40,183,42,0.59,361,13,258,121,78,41,1
3068,16,42,84,0.03,948,5,141,100,90,23,1
1672,45,31,15,0.03,717,12,108,43,191,22,1
4887,39,158,6,0.14,546,6,61,188,127,44,1
3601,19,70,47,0.47,467,5,172,171,130,42,1
4228,8,7,88,0.51,48,5,136,99,47,16,1
3325,24,160,13,0.17,2,12,211,196,37,15,1
2061,44,42,10,0.31,515,8,169,151,75,23,1
2739,16,154,74,0.23,137,6,69,184,22,44,1
132,13,140,51,0.49,286,12,73,50,96,25,1
4045,30,142,13,0.16,760,5,19,24,30,38,1
697,13,41,99,0.39,572,7,292,12,104,10,1
4296,21,43,40,0.31,202,4,88,69,96,8,0
3742,19,30,98,0.52,829,2,131,195,47,44,1
1807,27,9,72,0.18,376,12,85,148,45,45,1
3389,38,78,1,0.16,233,3,153,157,90,48,1
3707,44,148,98,0.18,956,3,232,149,184,38,1
4260,38,196,17,0.24,377,4,66,43,26,15,1
3202,23,25,1,0.25,762,6,101,29,152,4,1
775,16,131,13,0.17,405,13,203,44,64,32,1
1157,46,37,3,0.33,415,12,95,10,111,39,1
2875,24,156,16,0.58,375,2,21,11,4,27,1
4955,44,74,28,0.53,667,14,5,173,26,45,1
2251,16,188,50,0.37,294,2,240,102,37,46,1
1890,49,74,91,0.53,616,5,30,57,196,2,1
4398,16,188,6,0.25,982,12,90,122,91,15,1
2545,11,148,80,0.42,383,8,52,10,30,5,1
3994,26,69,28,0.4,907,4,143,126,193,16,1
874,16,120,95,0.47,991,2,114,199,156,25,1
4652,41,136,74,0.03,953,1,157,19,71,19,1
1784,15,72,34,0.12,174,13,10,76,95,42,1
400,18,93,35,0.29,362,13,165,24,155,33,1
4963,40,32,48,0.26,405,12,246,162,8,48,1
2223,18,108,85,0.08,265,13,298,153,72,40,1
3335,35,152,4,0.04,564,13,241,81,8,11,1
884,5,25,96,0.26,793,3,131,129,195,34,1
2037,2,112,71,0.08,225,3,36,69,196,40,1
3871,30,20,70,0.45,163,7,82,86,148,21,1
3721,31,53,6,0.15,828,1,186,142,3,8,1
3052,25,113,93,0.4,424,10,183,143,108,21,1
2559,43,103,59,0.54,908,14,285,152,47,14,1
2722,31,21,5,0.2,610,5,133,181,90,39,1
3492,19,29,30,0.22,101,6,122,96,124,18,1
4208,34,62,45,0.53,574,13,279,95,179,33,1
4896,18,72,21,0.47,838,5,261,18,86,6,0
4171,39,162,76,0.52,21,9,196,102,111,31,1
4146,48,47,61,0.31,889,9,58,171,80,34,1
1987,33,42,69,0.22,434,13,258,52,192,39,1
347,45,98,41,0.41,760,7,192,150,84,3,1
2351,3,9,53,0.15,422,8,141,25,30,28,1
3988,18,79,13,0.34,308,8,299,103,161,31,1
1644,36,94,66,0.4,678,14,234,82,83,25,1
3415,26,164,27,0.29,231,9,111,17,63,49,1
3265,28,7,22,0.37,323,4,165,85,81,47,1
4354,32,195,34,0.52,809,12,138,74,124,38,1
3347,49,162,34,0.15,758,8,144,185,23,15,1
1531,37,104,73,0.02,487,6,29,44,180,49,1
4429,7,99,24,0.53,172,5,261,191,97,11,1
3724,28,184,95,0.37,529,8,102,34,171,37,1
3232,32,37,63,0.35,42,4,30,170,188,24,1
4495,41,70,16,0.35,841,6,193,30,59,19,1
3201,36,183,50,0.42,608,9,143,71,158,22,1
3837,22,164,27,0.33,23,13,123,146,103,49,1
1823,9,119,12,0.48,305,5,142,73,168,37,1
1401,17,138,23,0.25,387,2,140,118,192,15,1
1367,10,41,52,0.35,503,8,130,73,44,25,1
4329,27,179,26,0.41,396,3,236,28,42,27,1
2080,17,5,78,0.46,352,4,222,162,113,22,1
261,32,165,43,0.27,927,13,170,101,34,36,1
1324,44,57,90,0.09,264,11,8,195,105,33,1
4312,42,29,47,0.22,609,10,184,76,71,44,1
3664,11,56,64,0.32,574,2,104,115,111,7,0
3784,45,97,98,0.56,310,1,295,185,161,6,1
1235,25,31,51,0.47,337,7,286,64,123,38,1
924,17,96,93,0.56,467,14,104,110,67,44,1
4552,27,180,19,0.53,703,1,51,135,170,22,1
3513,15,13,99,0.24,187,5,2,163,92,15,1
2535,5,29,79,0.23,948,12,152,82,34,12,1
4550,43,109,4,0.39,49,5,275,75,157,24,1
4420,13,87,67,0.21,244,7,183,46,198,29,1
3448,6,186,47,0.41,77,13,145,110,74,3,0
4937,42,156,77,0.26,841,8,114,184,23,3,1
185,20,105,4,0.11,57,6,101,18,47,0,1
382,3,159,73,0.45,911,11,78,126,153,42,1
1076,28,175,45,0.07,922,11,294,46,84,34,1
3283,3,193,10,0.09,606,9,162,164,18,15,1
1585,33,188,21,0.14,115,1,4,151,28,46,1
2174,2,30,12,0.31,419,14,22,129,139,33,1
2282,37,196,40,0.39,154,14,165,164,87,45,1
4007,29,102,61,0.08,431,8,158,32,8,47,1
2667,14,54,37,0.2,354,8,214,158,24,11,1
1002,7,86,24,0.38,934,2,200,181,81,6,1
3419,44,64,74,0.24,151,10,144,190,86,41,1
3403,4,140,79,0.08,915,6,45,180,103,45,1
2036,21,12,27,0.33,541,9,29,120,21,23,1
4617,25,184,84,0.39,382,7,39,31,160,41,1
3513,9,147,8,0.03,264,2,283,115,13,26,1
214,12,36,69,0.3,377,10,145,134,41,9,1
2041,12,115,17,0.27,998,4,107,174,66,49,1
2755,5,142,92,0.01,93,9,195,32,84,12,1
1789,29,132,25,0.27,622,4,165,97,137,5,1
4309,27,133,37,0.34,466,7,151,67,100,20,1
153,39,42,15,0.14,835,3,267,128,16,25,1
4741,49,107,71,0.02,947,9,268,69,147,16,1
4265,20,60,45,0.07,847,13,53,82,133,16,1
1177,29,37,91,0.58,714,9,199,43,51,41,1
413,19,31,86,0.24,764,11,260,89,91,35,1
1619,36,124,47,0.14,284,10,268,29,42,12,1
418,33,57,30,0.33,34,14,270,199,77,13,1
3999,8,180,2,0.48,277,3,285,10,82,36,1
3807,30,43,15,0.26,681,11,43,156,8,40,1
3447,34,55,12,0.52,29,12,69,116,173,3,1
4280,31,89,68,0.54,758,12,69,164,45,10,1
2142,1,84,23,0.38,315,11,261,42,61,38,1
1565,35,9,72,0.33,389,2,81,147,185,9,1
644,19,76,78,0.01,315,7,275,5,134,41,1
1495,46,52,5,0.36,735,1,25,142,60,9,1
3672,18,108,87,0.31,200,14,11,69,43,43,1
815,46,77,97,0.12,743,11,249,113,137,26,1
3266,17,181,65,0.11,952,3,210,12,192,48,1
1390,42,107,4,0.58,664,4,218,120,113,13,1
1636,31,33,91,0.48,55,11,182,41,6,5,1
3700,20,2,95,0.13,520,6,280,84,148,22,1
4681,29,23,17,0.41,895,13,164,195,106,7,1
683,39,16,42,0.3,335,10,99,62,77,45,1
4806,43,176,64,0.51,741,9,95,21,170,34,1
508,21,105,31,0.11,738,5,273,127,180,33,1
2522,9,132,28,0.06,678,5,149,64,29,31,1
1730,30,153,83,0.38,744,14,186,51,10,36,1
4900,33,68,4,0.02,6,4,25,194,141,43,1
1943,18,195,8,0.53,840,6,50,193,11,42,1
2165,49,108,22,0.57,822,4,109,165,47,15,1
558,10,39,93,0.28,58,10,290,32,156,45,1
785,1,109,96,0.35,138,9,183,174,63,41,1
2801,28,116,14,0.36,126,14,158,157,165,44,1
2221,33,22,55,0.21,194,12,92,118,30,22,1
2893,39,188,57,0.06,27,2,198,71,110,28,1
341,18,164,54,0.22,986,8,192,56,170,3,1
4566,43,177,83,0.27,272,14,211,115,46,36,1
1968,45,89,48,0.6,753,11,260,75,192,27,1
861,9,33,46,0.46,509,1,42,153,188,8,0
2147,28,77,66,0.59,999,13,214,124,46,18,1
2059,23,147,88,0.37,638,4,228,126,57,42,1
4328,26,71,1,0.24,604,6,140,155,169,7,1
4392,49,113,6,0.25,219,1,47,162,119,35,1
699,43,6,60,0.41,571,12,266,75,135,20,1
2647,33,28,32,0.48,266,8,229,171,8,3,1
610,20,95,0,0.32,374,4,221,33,86,21,1
819,16,193,23,0.0,529,13,108,176,179,35,1
4701,19,14,59,0.2,247,9,160,81,94,15,1
553,32,108,31,0.43,86,5,13,26,79,40,1
677,11,140,62,0.06,888,14,237,21,188,47,1
3434,46,95,14,0.07,753,10,120,83,179,39,1
3912,44,59,0,0.56,268,13,265,164,26,47,1
3409,40,199,36,0.01,237,9,146,56,33,37,1
4306,47,100,96,0.48,71,13,272,58,21,30,1
2224,26,81,78,0.21,971,6,84,103,3,21,1
3577,1,8,22,0.5,472,11,212,28,21,27,1
2587,38,78,19,0.19,419,1,53,63,186,19,1
2336,12,10,60,0.38,681,2,228,84,88,1,1
2273,9,86,71,0.43,757,11,136,141,81,15,1
2307,8,101,78,0.05,295,9,40,69,158,5,1
3630,31,80,6,0.49,463,14,77,66,171,15,1
2045,20,198,30,0.59,150,13,187,133,11,32,1
683,19,48,48,0.04,211,10,60,25,141,14,1
550,32,88,80,0.16,352,4,199,96,193,21,1
1613,5,182,65,0.25,325,7,297,167,115,32,1
4125,31,50,26,0.02,333,8,9,140,77,31,1
1224,22,47,59,0.33,432,9,298,107,9,32,1
1648,20,157,6,0.17,547,1,246,173,55,28,1
2208,12,102,37,0.42,188,4,9,166,158,37,1
3763,19,9,55,0.36,283,10,273,122,115,32,1
2034,37,66,28,0.38,919,11,216,60,85,48,1
569,2,69,13,0.43,221,8,96,11,151,27,1
1967,4,54,39,0.42,493,9,80,13,191,11,1
1378,30,144,47,0.13,958,7,262,143,173,0,1
982,23,136,1,0.05,24,4,62,87,126,4,1
1591,21,22,48,0.14,335,10,50,36,148,47,1
457,5,143,85,0.53,534,6,185,16,3,16,1
1581,7,121,96,0.02,479,6,210,11,106,29,1
673,12,156,44,0.53,638,2,120,123,94,26,1
2816,41,157,37,0.14,35,9,151,108,53,3,1
4697,11,32,64,0.42,422,6,31,57,75,18,1
2877,46,16,0,0.09,612,5,291,152,185,21,1
4465,14,33,90,0.1,63,14,107,153,162,14,1
716,39,164,79,0.55,706,3,223,78,117,19,1
677,3,167,82,0.5,130,2,128,37,189,8,1
3158,23,178,3,0.06,86,1,26,112,70,30,1
3326,3,196,1,0.58,939,5,288,68,91,42,1
1834,36,99,6,0.18,41,7,34,149,91,39,1
1183,39,14,46,0.08,165,6,260,173,108,20,1
1559,24,39,17,0.09,811,9,157,148,198,16,1
3439,41,199,79,0.54,663,5,206,198,2,22,1
1908,33,20,78,0.11,714,6,222,93,110,3,1
1665,32,50,7,0.12,661,4,143,108,149,13,1
3903,30,167,72,0.21,217,7,246,90,151,25,1
4755,36,8,81,0.32,646,13,217,46,16,24,1
4624,3,123,97,0.52,330,9,7,41,68,1,0
4733,6,30,89,0.12,338,14,160,28,23,25,1
3915,32,84,74,0.45,885,14,218,124,22,26,1
4738,6,148,57,0.41,630,8,61,111,33,45,1
2461,43,28,38,0.26,156,3,32,77,174,24,1
358,4,70,61,0.46,748,8,73,96,113,5,1
4412,4,182,1,0.22,50,12,113,70,15,4,1
1882,13,148,29,0.45,471,5,51,136,54,48,1
4831,49,151,91,0.04,8,9,33,113,171,13,1
2357,43,73,12,0.29,815,6,293,158,128,46,1
2050,3,39,14,0.43,579,8,137,127,25,25,1
716,35,34,62,0.21,481,12,213,110,67,40,1
1734,44,150,26,0.31,990,12,183,70,180,48,1
3126,47,88,86,0.54,942,8,240,186,181,32,1
495,16,57,28,0.09,600,8,287,186,80,49,1
4433,24,175,0,0.42,331,3,52,105,26,35,1
1131,40,18,39,0.01,257,9,55,170,165,41,1
3193,24,8,11,0.37,343,3,89,181,128,42,1
4939,46,61,70,0.53,708,2,198,25,36,38,1
3801,24,158,7,0.35,159,10,118,60,38,35,1
4920,38,122,6,0.29,309,10,229,98,115,43,1
4422,5,177,84,0.12,859,2,1,76,170,42,1
1595,19,191,57,0.16,275,10,244,112,96,8,0
3695,7,177,90,0.58,94,4,241,181,60,19,1
4881,30,43,40,0.13,644,3,69,71,159,9,1
3257,25,93,21,0.1,761,7,168,75,5,10,1
2833,1,145,84,0.28,362,11,66,54,84,33,1
163,2,72,18,0.19,134,7,279,65,32,44,1
821,8,171,33,0.3,896,13,234,33,186,45,1
1062,4,183,46,0.3,327,5,20,77,97,33,1
3733,47,190,66,0.53,164,3,133,101,84,27,1
3300,32,22,66,0.53,45,6,232,29,115,37,1
1302,46,17,67,0.11,356,1,123,10,37,29,1
3152,38,68,43,0.18,319,8,80,199,62,9,1
4253,49,148,91,0.19,352,3,285,18,5,19,1
4427,6,157,91,0.42,711,9,36,111,7,22,1
2718,44,174,57,0.5,368,7,19,173,128,11,1
2626,49,142,41,0.43,22,3,225,95,92,37,1
4140,40,159,75,0.14,961,14,14,173,117,30,1
1477,33,31,37,0.3,496,6,278,189,72,13,1
3291,37,3,49,0.33,3,7,228,127,126,47,1
927,10,22,48,0.32,895,2,170,104,125,10,1
1248,24,126,10,0.48,17,2,37,82,165,44,1
503,36,181,55,0.18,661,11,183,160,145,48,1
4654,3,54,0,0.01,212,9,163,58,87,16,1
1313,47,27,67,0.56,238,13,72,123,75,0,1
2193,37,160,45,0.12,390,4,97,78,185,10,1
3635,27,31,49,0.05,824,13,239,155,167,29,1
4236,24,116,31,0.22,834,13,39,179,78,17,1
4378,16,167,4,0.4,641,7,222,165,185,38,1
4804,47,190,60,0.5,115,4,283,175,32,34,1
3108,32,57,3,0.42,742,4,153,172,199,39,1
2906,16,67,48,0.44,401,4,44,170,41,46,1
961,9,103,42,0.41,440,9,113,197,36,20,1
2821,16,62,47,0.4,408,14,35,18,64,21,1
1517,16,91,96,0.51,65,3,214,154,64,48,1
490,4,33,62,0.11,985,13,125,111,81,23,1
1045,49,60,14,0.04,221,2,179,197,141,20,1
2161,11,158,7,0.37,688,11,262,147,22,24,1
4150,24,141,32,0.43,67,6,6,146,61,39,1
3779,47,148,19,0.01,25,10,187,195,130,20,1
3518,31,136,88,0.4,946,14,157,109,24,1,1
4762,24,76,97,0.23,119,11,283,122,170,22,1
3889,24,149,62,0.41,879,7,170,12,104,31,1
4510,24,141,72,0.35,559,5,249,130,37,7,1
2888,36,30,43,0.21,754,5,232,44,155,18,1
4770,32,49,15,0.56,37,9,253,51,67,36,1
4652,15,186,12,0.07,523,9,140,158,129,17,1
572,22,46,5,0.14,926,8,240,49,51,27,1
755,34,2,73,0.12,604,14,170,11,109,18,1
1809,39,147,27,0.06,753,8,30,121,120,29,1
299,12,27,37,0.14,923,10,223,62,168,6,0
4394,17,135,76,0.39,435,8,71,101,82,41,1
1424,41,178,49,0.16,161,1,165,108,158,40,1
1876,42,53,74,0.24,482,1,119,165,90,43,1
2180,2,74,90,0.52,897,9,82,148,183,13,1
3528,39,41,55,0.43,735,11,60,89,112,7,1
1153,6,140,54,0.6,833,3,214,50,10,43,1
4043,31,145,85,0.07,963,6,171,36,162,45,1
308,49,56,25,0.13,468,4,87,65,148,37,1
4267,25,77,29,0.44,90,5,296,196,156,1,1
1197,28,120,45,0.16,659,11,119,148,48,24,1
954,45,21,51,0.13,960,2,105,107,85,25,1
2189,26,73,84,0.39,825,2,58,147,71,18,1
3228,4,14,72,0.12,519,12,241,163,169,38,1
4197,29,108,75,0.03,327,3,145,6,133,26,1
4439,15,22,78,0.13,609,13,32,48,89,19,1
2397,34,137,81,0.06,407,7,61,71,0,30,1
1641,33,6,6,0.09,318,9,111,8,195,22,1
2291,16,157,92,0.4,755,13,232,129,68,4,1
3678,40,122,25,0.07,744,3,95,102,23,1,1
904,39,172,21,0.26,588,12,172,182,107,11,1
800,5,16,26,0.51,885,5,119,192,86,16,1
4099,34,44,58,0.05,418,11,244,164,123,45,1
2417,22,29,97,0.25,676,10,243,175,20,19,1
288,37,21,44,0.6,152,3,108,124,83,12,1
2745,10,66,37,0.5,387,14,66,130,111,11,1
4686,31,72,10,0.07,143,3,251,22,87,40,1
1366,14,36,21,0.01,658,8,140,56,48,22,1
2354,34,131,95,0.18,763,2,79,134,184,42,1
157,19,185,99,0.53,137,11,41,96,126,25,1
1654,37,49,11,0.03,168,14,168,145,171,45,1
1958,21,41,60,0.15,197,13,166,151,93,47,1
2280,37,92,59,0.52,689,7,27,184,9,31,1
3827,24,178,17,0.3,89,8,106,13,85,26,1
416,32,14,8,0.07,354,6,4,135,150,1,1
